ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
2021,Eu sou a lenda,Richard Matheson,2015,384,Aleph,Terror,4.1,14666,498,8694,19,214,1417,50%,50%,"""Eu Sou a Lenda"" é uma obra-prima do horror e da ficção científica que retrata a luta pela sobrevivência de Robert Neville em um mundo pós-apocalíptico dominado por vampiros. A narrativa envolvente e perturbadora aborda questões universais como solidão, desespero e esperança, enquanto o autor, Richard Matheson, explora os limites da experiência humana. Com reviravoltas surpreendentes, uma reflexão profunda sobre a natureza da humanidade e um final impactante, o livro é uma leitura essencial para os fãs do gênero e para aqueles que buscam uma história diferenciada e emocionante.",Bom,https://img.skoob.com.br/_N8oLH3E4PZgppg3tHPWabb3Gcg=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2021/EU_SOU_A_LENDA_16860934072021SK-V11686093409B.jpg
2027,A dança da morte,Stephen King,2013,1248,Suma,Terror,4.4,11106,2290,22174,21,583,1163,35%,65%,"""A Dança da Morte"" é uma obra-prima de Stephen King que mergulha o leitor em um mundo pós-apocalíptico assolado por uma epidemia mortal, explorando a natureza humana, a luta pelo poder, a solidariedade e a fragilidade da civilização. Com uma narrativa envolvente, personagens complexos e uma atmosfera envolvente, o livro provoca reflexões profundas sobre temas universais, como a moralidade, a sobrevivência em situações extremas e a dualidade entre o bem e o mal. Apesar de alguns pontos negativos, como a extensão excessiva e o ritmo lento em certos momentos, ""A Dança da Morte"" é uma leitura intensa e emocionalmente poderosa, que merece um lugar entre os clássicos da literatura contemporânea.",Mediano,https://img.skoob.com.br/ih7A4HQ21pEM8KJXhk-EvFaJZgo=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2027/A_DANCA_DA_MORTE_16632133522027SK-V11663213354B.jpg
2178,O sol é para todos,Harper Lee,2015,350,José Olympio,Clássico,4.6,62799,5136,152918,97,1154,5006,15%,85%,"O livro ""O Sol é para Todos"" é aclamado por sua narrativa envolvente e sensível, contada pela perspectiva de uma criança em uma pequena cidade no sul dos EUA nos anos 30. A história aborda temas como racismo, preconceito e justiça social, proporcionando uma imersão profunda nos dilemas enfrentados pela protagonista Scout, seu pai Atticus e seu irmão Jem. A escrita cativante da autora, Harper Lee, conduz o leitor por uma jornada emocionante e reflexiva, explorando questões complexas de forma leve e impactante. É um livro que desperta sentimentos intensos e reflexões sobre a sociedade e a natureza humana, tornando-se uma leitura essencial para todos.",Bom,https://img.skoob.com.br/1ZJuA3kurjoDEdosBUPTBkGIrgY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2178/O_SOL_E_PARA_TODOS_14365616752178SK1436561675B.jpg
2259,Maus,Art Spiegelman,2005,296,Companhia das Letras,Quadrinho,4.7,53388,2950,35947,66,450,3670,30%,70%,"O livro ""Maus"" é descrito como uma leitura impactante e necessária por diversos leitores, que ressaltam a forma como a obra aborda a realidade do Holocausto de maneira visceral e comovente. A narrativa em quadrinhos é elogiada por sua capacidade de transmitir as emoções e os horrores vivenciados durante a Segunda Guerra Mundial, além de destacar a relação complexa entre pai e filho, sobreviventes desse período sombrio da história. A representação dos personagens como animais e a sensibilidade com que a história é contada são aspectos que ressaltam a qualidade e a importância de ""Maus"" como uma obra literária de destaque.",Bom,https://img.skoob.com.br/qc0O7yn02KZypDpOHlpGkND1iho=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2259/MAUS_1299758721B.jpg
2275,Mrs. Dalloway,Virginia Woolf,2017,240,Penguin-Companhia,Romance,4.1,13682,2108,19800,39,1016,1463,17%,83%,"O livro ""Mrs. Dalloway"" de Virginia Woolf recebeu avaliações variadas, com alguns leitores apreciando a estrutura em fluxo de consciência e a profundidade dos temas abordados, enquanto outros acharam a leitura monótona e difícil de acompanhar. A narrativa se passa em um único dia, explorando os pensamentos e emoções de diversos personagens, proporcionando uma reflexão sobre a sociedade e a complexidade da mente humana. Alguns leitores destacaram a intensidade da escrita de Woolf, enquanto outros acharam a história mediana e a protagonista, Clarissa Dalloway, pouco cativante. No geral, o livro despertou opiniões divergentes, com alguns considerando-o um clássico da literatura e outros achando a leitura desafiadora e cansativa.",Mediano,https://img.skoob.com.br/tqBTm1c244cugXa7dpGlPbFZs7c=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2275/MRS_DALLOWAY_16240257072275SK-V11624025714B.jpg
2278,Duna,Frank Herbert,2017,680,Aleph,Ficção Científica,4.5,29366,9142,55370,151,1883,3814,34%,66%,"""Duna"", de Frank Herbert, é uma obra prima da ficção científica que aborda temas complexos como política, religião, ecologia e poder de forma magistral. A narrativa nos leva por uma jornada épica, apresentando personagens bem construídos e um universo intricadamente detalhado. Com críticas à influência de falsos profetas religiosos, a exploração ecológica e o fanatismo religioso, o livro se destaca como uma leitura desafiadora e recompensadora, exigindo a atenção do leitor. Com uma escrita atemporal e reflexões profundas sobre a natureza humana, ""Duna"" se mantém como um clássico da literatura de ficção científica, influenciando e inspirando leitores ao redor do mundo.",Bom,https://img.skoob.com.br/ggHUmbF0GSS7-VJC4BFCYE1ULqs=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2278/DUNA_14922665702278SK1492266571B.jpg
2295,Diário de um Banana,Jeff Kinney,2008,217,V&R Editoras,Infantil,4.1,86041,1761,11657,304,374,1809,23%,77%,"O livro ""Diário de um Banana"" recebeu uma variedade de avaliações, desde elogios pela leveza e humor da leitura até críticas pela infantilidade do enredo e comportamento do protagonista. Muitos leitores destacaram a nostalgia ao reler o livro, enquanto outros apreciaram a fluidez da narrativa em quadrinhos. Alguns consideraram a obra ideal para pré-adolescentes, enquanto outros apontaram que a história pode não agradar a todos os públicos. No geral, o livro foi descrito como divertido, rápido de ler e adequado para quem está começando a se interessar pela leitura.",Bom,https://img.skoob.com.br/A5EZaa8q1Y-iOaaX8UDrnItz67c=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2295/DIARIO_DE_UM_BANANA_14594450902295SK1459445090B.jpg
2303,Mulherzinhas,Louisa May Alcott,2019,675,Martin Claret,Clássico,4.2,27116,6877,71402,72,2030,3458,4%,96%,"O livro ""Mulherzinhas"" é descrito como uma leitura encantadora e cheia de ensinamentos, que narra a história das quatro irmãs March em uma jornada de amadurecimento, amor e aprendizado. Os leitores destacam a conexão emocional com as personagens, a evolução de cada uma ao longo da trama e os valores transmitidos pela autora. Apesar de alguns apontarem momentos de enrolação na narrativa e discordâncias em relação aos desfechos dos personagens, a maioria ressalta a beleza e a profundidade da obra, recomendando-a como uma leitura que toca o coração e inspira reflexões sobre a vida e os relacionamentos.",Bom,https://img.skoob.com.br/l11v600uS_jafkRpiYVqtn3q4BM=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2303/MULHERZINHAS_15609664322303SK1560966433B.jpg
2349,O Homem Mais Rico Da Babilônia,George S. Clason,2015,160,Nova Fronteira,Negócios,4.3,16903,2044,9830,75,276,1317,50%,50%,"O livro ""O Homem Mais Rico da Babilônia"" recebeu uma série de avaliações positivas, destacando sua linguagem simples e objetiva, a relevância dos ensinamentos sobre finanças pessoais, a importância de poupar regularmente, investir com sabedoria e buscar conhecimento contínuo sobre finanças, além de ressaltar a aplicabilidade das lições atemporais para alcançar estabilidade e independência financeira. Algumas críticas apontaram para o caráter repetitivo de algumas informações e para questões éticas e sociais abordadas de forma simplista, mas, no geral, o livro foi elogiado por sua capacidade de transmitir conceitos importantes de forma acessível e educativa.",Bom,https://img.skoob.com.br/MHE54Z_dSD_4HJqoAWl3VogMB6o=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2349/O_HOMEM_MAIS_RICO_DA_BABILONIA_14348618252349SK1434861825B.jpg
2353,Messias de Duna,Frank Herbert,2017,272,Aleph,Ficção Científica,4.1,8771,945,7895,11,126,1160,49%,51%,"O livro ""O Messias de Duna"" é uma sequência que explora temas profundos como poder, religião, política e sacrifício, mostrando Paul Atreides como imperador do universo e enfrentando dilemas internos e externos. Com uma trama mais política e introspectiva, o livro apresenta novos personagens e conspirações, expandindo o universo de Duna e preparando o terreno para o próximo arco da história, mantendo o nível de excelência da obra original, mas dividindo opiniões quanto ao ritmo e desenvolvimento da trama.",Bom,https://img.skoob.com.br/krsE7lh8dZ9oOKHgrlCtnvXeKSw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2353/MESSIAS_DE_DUNA_16628112742353SK-V11662811275B.jpg
2398,O Quinze,Rachel de Queiroz,2010,160,José Olympio,Romance,4.0,18594,596,6034,27,333,1133,26%,74%,"O livro ""O Quinze"" de Rachel de Queiroz é uma obra que retrata de forma crua e realista a dura realidade da seca de 1915 no sertão nordestino, destacando a desigualdade social, a luta pela sobrevivência e as relações humanas moldadas pela dor, fome e poder. Com personagens cativantes e uma narrativa envolvente, a autora consegue transmitir a essência do povo nordestino e a importância de políticas públicas eficazes para enfrentar os desafios socioeconômicos e climáticos da região, deixando uma marca permanente nos leitores.",Bom,https://img.skoob.com.br/6BSXihAvxT1W0hdNCX-njQtMFvE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2398/O_QUINZE_16325502272398SK-V11632550230B.jpg
2668,Fundação,Isaac Asimov,2009,240,Editora Aleph,Ficção Científica,4.4,15707,1903,13955,42,456,1165,56%,44%,"O livro ""Fundação"" de Isaac Asimov recebeu uma variedade de avaliações, desde elogios entusiasmados até críticas mais contidas. Alguns leitores destacaram a trama envolvente e os saltos temporais que mantêm o leitor preso, enquanto outros apontaram a complexidade política e as tramas intrigantes como pontos altos da obra. Alguns se sentiram desconectados com os personagens e a narrativa não linear, mas reconheceram a genialidade da história e a relevância da obra no universo da ficção científica. Em geral, ""Fundação"" é descrito como uma obra-prima atemporal, que mistura política, aventura e ficção científica de forma magistral, conquistando leitores com sua narrativa envolvente e reviravoltas surpreendentes.",Bom,https://img.skoob.com.br/b_pz-LTUOAoWoCvx4kM9M8rmUsw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2668/FUNDACAO_14297310452668SK1429731045B.jpg
2703,As Vantagens de Ser Invisível,Stephen Chbosky,2007,224,Rocco Jovens Leitores,Romance,4.4,223872,9503,215120,639,3486,11986,14%,86%,"O livro ""As Vantagens de Ser Invisível"" é amplamente elogiado por sua capacidade de tocar profundamente os leitores, abordando temas sensíveis como depressão, ansiedade, abuso e amizade de uma maneira leve e cativante. A narrativa em forma de cartas proporciona uma experiência única, permitindo que o leitor se sinta parte da história e se identifique com os personagens. A jornada do protagonista, Charlie, em busca de aceitação e superação de traumas, ressoa com muitos leitores, que se emocionam, refletem e se identificam com a história, tornando-a inesquecível e impactante para quem a lê.",Bom,https://img.skoob.com.br/I9D76uIEIddhI733qIFeUd2pNrk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/2703/AS_VANTAGENS_DE_SER_INVISIVEL_14482861422703SK1448286142B.jpg
3068,O Mágico de Oz,L. Frank Baum,2013,224,Zahar,Fantasia,4.2,42882,1087,17962,61,323,2122,19%,81%,"O livro ""O Mágico de Oz"" de L. Frank Baum é um clássico da literatura que encanta leitores de todas as idades, trazendo uma história repleta de cores, magia e aventura. A jornada de Dorothy e seus amigos - o Espantalho, o Homem de Lata e o Leão Covarde - em busca do Grande Mágico de Oz para realizar seus desejos, nos ensina sobre coragem, amizade, autoconhecimento e a importância de acreditar em si mesmo. Com uma narrativa leve, divertida e cheia de ensinamentos, o livro proporciona uma viagem encantadora para a Terra de Oz, onde os personagens descobrem que muitas vezes aquilo que procuram já está dentro deles. Uma leitura recomendada para todos que buscam uma dose de magia e inspiração em suas vidas.",Bom,https://img.skoob.com.br/T5rv_irR-vVqsSE5eHxTf1WN04w=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/3068/O_MAGICO_DE_OZ_1424276719322821SK1424276719B.jpg
3074,A Revolução dos Bichos,George Orwell,2007,152,Companhia das Letras,Fábula,4.3,340747,13598,146558,432,3634,17488,28%,72%,"As avaliações sobre o livro ""Revolução dos Bichos"" são bastante variadas, com leitores destacando a crítica política, a genialidade da obra, a representação da Revolução Russa, a manipulação de massas, a transição de um governo igualitário para uma ditadura, a analogia com a sociedade atual, a construção dos personagens e a fluidez da narrativa. Alguns apontam para a relevância histórica e social do livro, enquanto outros ressaltam a facilidade de compreensão e a rapidez da leitura, tornando-o uma leitura recomendada, especialmente para um público mais jovem.",Bom,https://img.skoob.com.br/Q8PWu9azkUHwoNN5tgMMeG7f_2k=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/3074/A_REVOLUCAO_DOS_BICHOS_1270681889B.jpg
3080,Precisamos falar sobre o Kevin,Lionel Shriver,2007,463,Intrínseca,Romance,4.5,23794,2753,82646,31,1762,1724,19%,81%,"O livro ""Precisamos Falar Sobre o Kevin"" é descrito como uma leitura impactante e intrigante, que aborda os massacres em escolas americanas sob a perspectiva da mãe de um assassino. Com uma narrativa complexa e densa, a obra mergulha na relação conturbada entre mãe e filho, explorando temas como culpa, responsabilidade, maternidade e a natureza humana. Apesar de ser considerado um livro difícil e perturbador, muitos leitores elogiam a construção dos personagens, a reflexão sobre a sociedade e a tensão que permeia toda a história, tornando-o uma leitura intensa e envolvente.",Bom,https://img.skoob.com.br/bQo6vv_9sN_fFzQeWcMZDqAbvV8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/3080/PRECISAMOS_FALAR_SOBRE_O_KEVIN_1384545269B.jpg
